Sample,Ground Truth,Prediction,WER
1046,hotel bravo charlie quebec sierra when departure low defined climb to flight level nine zero,hotel bravo charlie quebec sierra bern departure hello identified climb to flight level nine zero,20.0
282,hotel bravo kilo golf november berne tower hello qnh one zero two seven enter via route zulu runway three two in use traffic rega helicopter just abeam gerzensee leaving direction thun indicating four thousand five hundred feet not verified opposite,hotel bravo kilo golf november bern tower hello qnh one zero two seven and right route zulu runway three two new traffic rega helicopter just abim kerti leaving direction two indicating four thousand five hundred feet not verified opposite,20.0
181,german wings two one four,german wings two one four one,20.0
1100,shuttle three five eight zero,tact three five eight zero,20.0
2627,three one kilo hotel runway three one cleared for takeoff,three one seven kilo k runway three one cleared for takeoff,20.0
133,praha oscar kilo alfa lima zulu i am ready to,praha radar oscar kilo alfa lima zulu i m ready to,20.0
2927,three cleared for the ils,cleared for the ils,20.0
2260,looking out for a traffic oscar mike kilo lima lima,looking out for traffic oscar mike kilo lima l,20.0
2742,seven seven zero good night,seven seven zero good day,20.0
2784,praha radar good day tsch,praha radar good day,20.0
1740,ruzyne tower csa seven e,ruzyne tower csa seven ei,20.0
1736,pepik csa two eight six,pepik diki csa two eight six,20.0
1719,buerou one four zero reduce speed two zero zero knots,b air one four zero reduce speed two zero zero knots,20.0
643,direct papa romeo nine six,direct papa romeo nine six one,20.0
2793,restrictions csa seven kilo golf,restriction csa seven kilo golf,20.0
2262,heading two nine zero zero,heading two nine zero,20.0
71,r zero aero flot two,zero aero flot two,20.0
2018,one four zero two praha radar good evening radar contact,air control one four zero two praha radar good evening radar contact,20.0
2741,ok zero four zero zer,ok zero four zero,20.0
2719,aero flot two seven nine resume own navigation direct pubek,aero flot two seven nine resume own navigation direct to bek,20.0
2053,descending flight level one hundred,descending flight level one hundred csa,20.0
2804,long approach hotel papa bravo,Long approach hotel papa bravo,20.0
2274,papa lima golf and stand five one wizz air four,p papa lima golf stand five one wizz air four,20.0
1662,down level one five zero,down level one seven zero,20.0
2306,via baltu two bravo depar,via baltu two bravo depa,20.0
67,runway three four left cleared to land then request above three two bravo four if available jetstar four zero nine,runway three four left cleared to land and request roll through to bravo four if available jetstar four zero nine,20.0
336,h one zero one eight,reach one zero one eight,20.0
1622,quantas six proceed direct dibet,lufthansa six proceed direct dibet,20.0
1618,six one eight standby push,six one eight standby,20.0
1793,scend level one hundred and direct papa romeo nine zero,descend level one hundred and direct to papa romeo nine zero,20.0
1797,sierra papa sierra approaching one four zero ready to brod,papa sierra approaching one four zero ready to drop,20.0
2228,the right heading one eight zero lot five two sev,to the right heading one eight zero lot five two se,20.0
2746,seven four two one descend flight level two nine zero,czech holidays seven four two one descend flight level two nine zero,20.0
1984,o delta golf contact one three four eight seven five,oscar delta golf contact warsaw one three four eight seven five,20.0
1974,descending flight level one zero zero high speed approved check oscar csa three charlie zulu,descending flight level one zero zero high speed approved czech air force three charlie zulu,20.0
2753,climbing two eight zero inbound,climbing two eight zero inbound kilo,20.0
1929,and we are on heading zero eight five for sh,and we are on heading zero eight five,20.0
403,praha aero flot one four,praha aero flot one,20.0
393,zero eight zero degrees six knots clear to one three land austrian seven one zulu,and zero eight zero degrees six knots clear to land one three austrian seven one zulu,20.0
87,five zero air china nine,five zero air china,20.0
508,one three five good day sir thank you bye bye,three one one three five good day sir thank you bye bye,20.0
1890,tower klm five six tango,praha klm five six tango,20.0
2774,one two one decimal eight five five good bye royal air maroc three five two,one two one decimal eight five five good bye romeo arvek three five two,20.0
1998,controle reach one two zero,control reach one two zero,20.0
84,praha good morning austrian nine three level two five two climbing level two eight zero,radar good morning austrian nine three level eight two five to climbing level two eight zero,20.0
1883,are you established on localizer,are you established localizer,20.0
569,oscar kilo k uniform november,praha oscar kilo k uniform november,20.0
1825,runway three one clear to land tatra six one three,runway three one clear to land atrasix one three,20.0
2224,over csa nine two seven,over evemi csa nine two seven,20.0
1820,csa six eight eight ready,tower csa six eight eight ready,20.0
1817,one nineteen zero delta two,one nineteen zero delta two te,20.0
589,flight level three hundred austrian,level three hundred austrian,20.0
333,asiana seven seven six praha,asian seven seven six praha,20.0
1993,two zero seven descend to flight level two nine zero,onipon two zero seven descend flight level two nine zero,20.0
1551,flot three five two november,swiss three five two november,20.0
450,reduce one ninety csa nine,and reduce one ninety csa nine,20.0
1556,speed one two four xray,speed bird one two four xray,20.0
2359,lufthansa one kilo k turn right heading zero eight zero,lufthansa one kilo k to the right heading zero eight zero,20.0
1579,descend level two nine zer,descend level two nine zero,20.0
1581,level zero nine zero bye bye lufthansa four yankee mike,it s level zero nine zero bye bye lufthansa four yankee mike,20.0
2814,and no speed limit now,and no speed limit now nicky,20.0
2127,time is one seven fiv,time is one seven five,20.0
1600,two nine zero and con,two nine zero and cont,20.0
58,csa six nine zero ruzyne tower line up runway one three cleared for takeoff wind one five zero degrees four knots lining up and cleared for,csa six nine zero ruzyne tower line up runway one three cleared for takeoff wind one five zero degrees four knots,19.23
2487,easy six six yankee just follow info approaching traffic still one and half minute to touch down and call you behind,easy six six yankee just for your info approaching traffic still one and half minute to touchdown and call you behind,19.05
1199,one three four five seven fi four seven five bye bye quality seven nine hotel quality seven nine hotel i m,one three four five seven five four seven five bye bye quality seven nine five quality seven nine hotel,19.05
433,e tower maintain qnh one zero one eight time check one nine clear to paris charles de gaule via baltu two,ruzyne tower mike current qnh one zero one eight time check one nine cleared to paris charles de gaule via baltu two,19.05
2429,klm three five one speed two three zero knots or less base leg in one minute,klm one three five one speed two three zero knots or less base vacate one minute,18.75
897,oscar kilo alfa lima zulu praha radar report rate of descend,o kilo alfa lima zulu praha radar report rate to descend,18.18
1191,one three six four zero five swiss three four three papa,one three six four zero five aero flot three four three papa,18.18
158,x nine one descend flight level nine zero and left hea,six nine one descend flight level nine zero and left,18.18
929,line up runway three one to wait easy two five eight,line up runway three one two eight easy two five eight,18.18
111,praha b air one four one flight level two four three,praha beair one four one flight level two four three,18.18
351,one two one nine speed bird four alfa charlie bye bye,one two one nine cimber four alfa charlie bye bye,18.18
594,two eight eight romeo six climb flight level three two zero,two eight decimal one six climb flight level three two zero,18.18
1716,southern air eight five zero zero ruzyne tower good afternoon roger,sudanair eight five zero zero ruzyne tower good afternoon roger,18.18
1382,sky travel six six one turn left heading one six zero,sky travel six six one to the left heading one six zero,18.18
636,now established localizer one three csa nine zero five fully establi,now established localizer one three csa nine three five fully established,18.18
2256,two four one climbing flight level two eight zero inbound dekov,two four one climbing flight level two eight zero inbound to bepas,18.18
839,praha radar lufthansa seven two three heavy south three four zero,praha radar lufthansa seven two three heavy flight level three four zero,18.18
386,good evening radar shamrock six seven xray direct mavor climbing pass flight level two seven seven to flight level three four zero,good evening ryan air shamrock six seven xray direct mavor climbing flight level two seven seven for flight level three four zero,18.18
1368,one three four decimal eight seven five onlipon two zero eight good bye just confirm one three four decimal eight seven five,el al one three four decimal eight seven five on report two zero eight good bye just confirm one three four decimal eight seven five,18.18
1271,t wien one three four decimal four four zero bye bye,actveen one three four decimal four four zero bye bye,18.18
285,hotel hotel victor taxi is approved thank you sir bonne soiree,hotel hotel victor taxi is approved thank you sir bonjour,18.18
2093,klm five five tango departing traffic canadyair and runway three one clear to land wind zero four zero degrees and four knots,klm five five tango departing traffic under the air and runway three one cleared to land wind zero four zero degrees and four knots,18.18
1694,one zero lufthansa nine kilo yankee descend flight level six zero,lufthansa nine kilo yankee descend flight level six zero,18.18
2785,clear takeoff runway one three air france one nine eight romeo,we are takeoff runway one three air france one nine eight romeo,18.18
592,southern air eight five zero zero tower good morning continue approach,sudanair eight five zero zero tower good morning continue approach,18.18
1314,mike alfa kilo contact munchen one three one decimal zero fi,mike alfa kilo contact munich one three one decimal zero five,18.18
33,left hotel lima holding point three one bline seven zero victor,left hotel lima holding point three one bee line seven zero victor,18.18
390,heading left three six zero air france one seven eight two,turning left to three six zero air france one seven eight two,18.18
1518,to level one six zero southern air eight five zero zero,we re level one six zero southern air eight five zero zero,18.18
2362,bratislava one three four four seven five csa two nine six,ruzyne tower one three four four seven five csa two nine six,18.18
700,one three four four seven five euro trans six zero one,one three four four seven five austrian six zero one,18.18
2677,nor shuttle three five eight zero descend flight level seven zero,northshuttel three five eight zero descend flight level seven zero,18.18
726,praha german wings three one alfa descending level three five zero,praha climbing three one alfa descending level three five zero,18.18
967,one three four decimal four four zero lot three one five,one three four decimal four four zero lot three one five thank you,18.18
1159,praha good day lufthansa six uniform victor we are passing level,praha good day lufthansa six juliett from victor we are passing level,18.18
2238,out of flight level one nine two descending flight level one seven zero radar heading zero nine zero one zero two three,out of flight level one nine two descending flight level one seven zero radar heading zero nine zero klm on the board one zero two three,18.18
444,on the runway two two ready for line up three one,and runway two two ready for line up three one,18.18
1300,one three four four four zero croatian four eight one bye,one three four four four zero qality four eight one mike,18.18
2744,confirm after omelo direct romis affirm after passing omelo direct romis,confirm after romeo direct to romis affirm after passing omelo direct romis,18.18
2505,air france two three four zero do you have any report of turbulence at three six zero,and for air france two three four seven do you have any report of turbulence at three six zero,17.65
1363,britair nine zero four charlie praha radar contact climb flight level one six zero no speed limit,air berlin two four charlie praha radar contact climb flight level one six zero no speed limit,17.65
2865,swiss nine two seven reduce minimum approach speed closing traffic ahead it s about four miles separation,csa nine two seven reduce minimum approach speed crossing traffic at it s about four miles separation,17.65
2309,takeoff golf oscar upwind two thousand one hundred feet request left hand circuit runway zero six for another and last touch and go,tango oscar upwind at two thousand one hundred feet request left hand circuit runway zero six for another and left touch and go,17.39
756,and departure time is now three six we believe we can go five minutes before that so requesting,departure time is now three six we believe we can go five minutes before that so request ta,16.67
2901,eight zero nine bravo good night,eight zero nine bravo good bye,16.67
2186,ing flight level three one zero,ending flight level three one zero,16.67
2008,easy six eight kilo papa vectoring terminated resume navigation direct to rapet,easy six eight kilo papa vectoring terminated is own navigation direct to rapet,16.67
2560,konterak one whiskey alfa warsaw one three two decimal seven good bye,contract one whiskey alfa contact warsaw one three two decimal seven good bye,16.67
2340,ariadna seven zero six contact bratislava one three four four seven five,air ias seven zero six contact bratislava one three four four seven five,16.67
1299,six seven zero clear of traffic resume own navigation direct to pi,six seven zero clear of traffic resume navigation direct to p,16.67
887,affirm what s your requested level,apr what s your requested level,16.67
215,yeah apologize four whiskey yankee that s correct wizz air four whiskey yankee praha radar contact squawk fi,yeah polis is four whiskey yankee that s correct wizz air four whiskey yankee praha radar contact squawk five,16.67
1498,lufthansa nine kilo yankee established il,lufthansa nine kilo yankee established i,16.67
2010,lufthansa six four mike one three three three nine zero bye bye,lufthansa six mike alfa one three three three nine zero bye bye,16.67
1278,climbing one zero zero oscar sierra,climbing one zero zero oscar sie,16.67
604,cimber three five two five reduce bellow one eighty and report established,cimber three five two five reduce below one eight and report established,16.67
2551,line up runway two four and wait oscar kilo charlie tango papa,line up runway two four and wait lufthansa four charlie tango papa,16.67
972,csa nine six six voz direct climb flight level one four zero,csa nine six six roger climb flight level one four zero,16.67
1252,clear takeoff runway three one wizz air four nine one bye bye,cleared for takeoff runway three one wizz air four nine one bye bye,16.67
2715,tower csa eight mike three established ils three one reducing one sixty,praha radar csa eight mike three established ils three one reducing one sixty,16.67
411,praha controle good morning five four,praha controle good morning scandinavian five four,16.67
962,csa three delta zulu runway three one clear to takeoff wind one zero zero degrees and five knots,csa two delta zulu runway three one cleared for takeoff wind one zero zero degrees and five knots,16.67
410,praha good evening klm one eight four seven level three five zero,praha good evening air romeo eight four seven level three five zero,16.67
2748,wizz air four charlie bravo approachin,wizz air four charlie bravo approaching,16.67
191,tower yangtze river seven four six zero switch to departure good day,tower hello river seven four six zero switching to departure good day,16.67
529,one three three three nine zero servus austrian three zero one hotel,one three three three nine zero austrian three zero one roger,16.67
1932,right turns direct to kolad lufthansa nine echo lima thank you welcome,right turn direct kolad lufthansa nine echo lima thank you welcome,16.67
1542,one three two one five five good bye cimber zero zero nin,one three two one five five good morning cimber zero zero ni,16.67
1994,good evening three eight papa golf,good evening easy three eight papa golf,16.67
1019,nav checker five one one we are on the way to your airfield and i would like to know what is the actual ground base you have in your area,nav checker five one one we are on the way to your aero flot and i would like to know what is the actual cloud base you have with your in your area,16.67
1117,praha delta india kilo alfa t,praha delta india kilo alfa,16.67
2196,csa three foxtrot praha radar conact descen to flight level one three zero information oscar no speed lim,csa three foxtrot praha radar contact descend to flight level one three zero information oscar no speed r,16.67
1913,two three zero vectoring for shortcut,three zero vectoring for shortcut,16.67
1909,hotel golf oscar make left hand circuit is approved runway one four,hotel golf oscar mike left hand circuits is approved runway one four,16.67
2566,direct pepik atlanta five one zero,direct pepik lufthansa five one zero,16.67
2884,line up runway three one and wait at number two csa eight,line up runway three one and wait as number two csa eight fi,16.67
2214,ruzyne tower oscar kilo hotel kilo sierra we are ready for departure,ruzyne tower oscar kilo delta sierra we are ready for departure,16.67
749,hotel bravo zulu oscar bravo berne tower enter control zone via route whiskey and say your program again,hotel bravo zulu oscar bravo bern tower under control via route whiskey and say your program again,16.67
2515,cheb direct lot three two nine,direct lot three two nine,16.67
2218,praha radar seven five alfa good afternoon approaching level two eight zero,praha radar austrian three seven five alfa good afternoon approaching level two eight zero,16.67
1833,ruzyne tower three one three holding position runway one three taxiway golf,ruzyne tower radar austrian three one three holding position runway one three taxiway golf,16.67
1830,right turn to rapet csa seve,right turn to rapet csa seven,16.67
1009,one two eight zero seven five,four two eight zero seven five,16.67
132,five four nine eight bye bye,five one nine eight bye bye,16.67
2371,praha radar ukraine charter five nine,praha radar ukraine international five nine,16.67
13,nd flight level one three zero,flight level one three zero,16.67
1054,one four five seven and proceeding to varik jat two seven two,one four five seven and proceeding to varik yet two seven zero,16.67
612,one three three three nine zero german wings two one four zero,one three three three nine zero two one four zero,16.67
2062,praha control good evening virgin three hundred flight level three five zero,praha controle good evening baltic three hundred flight level three five zero,16.67
645,line up runway three one swede,line up runway three one swiss,16.67
2465,hansa two five three eight one,sa two five three eight one,16.67
1714,direct to oscar kilo golf easy eight one six lima thank you,direct to oscar kilo golf easy eight one six lima,16.67
2333,cedar nine eight five zero zero descend flight level one zero zero,sudanair eight five zero zero descend flight level one zero zero,16.67
1708,three two two charlie zulu echo,three zero two charlie zulu echo,16.67
2592,praha radar air berlin one on,praha radar air berlin one one,16.67
1692,affirm nav checker five papa one,affirm nav checker five one one,16.67
2267,one three four four seven five speedbirg one five seven good day,one three four four seven five three bird one five seven good day,16.67
2596,tango seven charlie lima mike sion,tango seven charlie lima mike,16.67
770,direct venox csa five zero eight,direct kolad csa five zero eight,16.67
248,one three zero high speed ap,one three zero high speed a,16.67
1679,clear to land runway one three sky travel one zero three nine,cleared to land on runway one three sky travel one zero three nine,16.67
2395,one one eight three seven five,one one eight three seven five tar,16.67
2381,are you aware that you are now inside the ctr of berne,are you aware that you are now inside the city of bern,16.67
2910,one three three two eight five lufthansa seven juliett alfa thank you,one three three two eight five lufthansa seven juliett alfa,16.67
1404,one four echo e praha good afternoon radar contact descend flight level three one zero level by lanux,dream team one four echo echo praha good afternoon radar contact descend flight level three one zero level by lanux,16.67
1640,flight level two eight zero shortly,climb flight level two eight zero shortly,16.67
2652,klm three five one turn right two two zero turn heading two two zero klm three five one,klm one three five one turn right heading two two zero turn heading two two zero klm one three five one,16.67
2151,ok cleared to takeoff one three easy three eight papa golf bye,ok clear takeoff one three easy three eight papa golf bye,16.67
270,six six two zero on the squawk point baltu two bravo departure sky travel nine zero three four,six six two zero on the squawk with two two bravo departure sky travel one zero three four,16.67
2918,direct varik csa four victor papa,direct varik csa four delta papa,16.67
790,lufthansa nine kilo yankee left heading,lufthansa nine kilo yankee left heading zer,16.67
689,heading zero four zero ils swi,heading zero four zero ils three,16.67
1454,britavia five seven two go ahead,ritaria five seven two go ahead,16.67
1606,four thousand feet qnh one z,four thousand feet qnh one zer,16.67
2667,moldova eight six three contact munich one three two decimal one five five good day three two one five five moldova eight six three,air moldova eight six three contact munich one three two decimal one five five good day three two one five five air nazdar air moldova eight six three,16.67
708,ruzyne tower hello britair nine zero,ruzyne tower hello britair nine two,16.67
322,qnh one zero one seven runway two five wilco hotel echo xray,qnh one zero one seven runway two five wind calm hotel echo xray,16.67
2017,nor shuttle one five zero two turn right heading two three zero,northshuttel one five zero two turn right heading two three zero,16.67
2475,one two zero two seven fi,one two zero two seven five,16.67
1307,csa four nine five direct ravik,csa four nine five direct arvek,16.67
328,ok after the atr we ca,ok after the atr we can,16.67
367,lima sky travel one one nine,tower sky travel one one nine,16.67
11,time air six one two papa vacate ground one two one nine,time air six one two papa vacate romeo and ground one two one nine,16.67
2501,vadov direct austrian one two four,direct austrian one two four,16.67
363,beline seven zero victor good morn,beline seven zero victor good mor,16.67
1755,prhaa approach csa nine one se,praha approach csa nine one se,16.67
1097,ing flight level three three zero,flight level three three zero,16.67
856,lufthansa nine eight hotel contact pra,lufthansa nine eight hotel contact praha,16.67
635,csa seven bravo juliett dobry den tower continue approach runway three one,csa seven bravo juliett tower continue approach runway three one,16.67
2481,may we proceed inbound rapet german wings seven five five standby short,may we proceed and report rapet german wings seven five five standby short,16.67
2248,praha moladava eight six three descend level three six zero inbound rapet,praha malev eight six three descend level three five zero inbound rapet,16.67
1341,jetstar seven six three sydney ciao,jetstar seven six three sydney tower,16.67
732,good afternoon wizz air four tango whiskey praha radar contact descend flight level two nine zero descend two nine zero wizz air four tango whiskey,good afternoon wizz air four tango whiskey praha radar contact descend flight level two nine zero descending two nine zero is for tango whiskey,16.0
2838,s yankee lima seven zero nine descend flight level two nine zero we re cleared level two nine zero sierra yankee lima seven zero five,sierra yankee lima seven zero nine descend flight level two nine zero yankee at level two nine zero sierra yankee lima seven zero five,16.0
1176,five seven two praha good morning radar contact direct tango bravo victor direct to tango bravo victor martinair five,five seven two praha good morning radar contact direct tango bravo victor direct to tango bravo victor five seven two,15.79
598,csa eight two eight one reduce speed two three zero or less reducing two three zero less see es,csa eight two eight one reduce speed two three zero or less reducing two three zero or less csa,15.79
1344,tower dobre dopoledne ryan air one juliett uniform becoming fully established ils runway two four speed maximum one eighty,tower dobre aero flot one juliett uniform becoming fully established ils runway two four speed maximum one eighty,15.79
2535,x bye bye it s a one three three decimal four one zero one three three four one zero,eight three bye bye it s one three three decimal four one zero one three three four one zero,15.79
2243,qnh one zero two two continue down to flight level one three zero sierra delta mike two two one,qnh one zero two two continue down to flight level one three zero direct to the mike two two one,15.79
279,time air six nine zero juliett contact ruzyne tower one three four decimal five six zero hezky vecer ahoj,time air six nine zero juliett contact ruzyne tower one three four decimal five six zero,15.79
431,ive quebec out of two seven zero climbing two eight zero inbound pi,five quebec out of two seven zero climbing two eight zero inbound d,15.38
267,praha radar good morning hotel zulu mike sierra four descending three four zero,praha radar good morning lufthansa zero mike sierra four descending three four zero,15.38
1591,lufthansa six tango romeo expect further climb in few minutes from rhein controle,lufthansa six tango romeo expect further climb in few minutes from land control,15.38
622,helicopter approaching airfield from the north not crossing axis of runway three one,helicopter approaching el field from the north not crossing axis of runway three one,15.38
2378,descending level three three zero rate one thousand minimum malev six six one,descending level three three zero rate one thousand minimum ils three six one,15.38
1529,radar scandinavian six eight nine flight level three three zero direct to cerno,radar good morgen scandinavian six eight nine flight level three three zero direct to cerno,15.38
2897,sion two three runway two five next hotel november for three six five,baltu two three runway two five next hotel november four three six five,15.38
1421,sorry right frequency is one two seven decimal four two five good by,so right frequency is one two seven decimal four two five good bye,15.38
1960,singapore three two six contact munchen one three two decimal one five five,singapoore three two six contact munich one three two decimal one five five,15.38
134,ruzyne tower trans europe four two one dobry vecer establish localizer two four,ruzyne tower trans europe four two one establish localizer two four,15.38
2188,after passing one zero dme oscar kilo lima left turn direct to rapet,after passing ten dme oscar kilo lima left turn direct to rapet,15.38
590,praha good morning lufthansa four papa juliett level three two zero at agnav,praha lufthansa four papa juliett level three two zero at agnav,15.38
1125,ok line up runway three one and number two csa six two two,ok line up runway three one and it s number two csa six two two,15.38
2416,singapore two five contact one two zero decimal nine five zero good bye,singapoore two five contact warsaw one two zero decimal nine five zero good bye,15.38
2198,four double echo descending flight level three five zero to oscar kilo foxtrot,four papa lima descending flight level three five zero to oscar kilo foxtrot,15.38
1372,prague hello cimber three five two five descending one seven zero inbound golop,praha kilo cimber three five two five descending one seven zero inbound golop,15.38
892,four quebec uniform passing two five three climbing two eight zero inbound donad,vacating uniform passing two five three climbing two eight zero inbound donad,15.38
2484,praha good day klm one eight seven five maintain level three five zero,praha good day klm one nine seven five maintaining level three five zero,15.38
2211,transfer two zero five praha radar contact proceed direct to oscar kilo golf,two zero five praha radar contact proceed direct oscar kilo golf,15.38
205,delta india victor contact apron one two one decimal seven five five tschuss,hotel india victor contact apron one two one decimal seven five five,15.38
149,direct bodal csa nine five six csa eight two six direct to pisam,direct bodal csa nine five six deku csa two six direct to pisam,15.38
1514,four thousand feet qnh one zero one eight bee line eight hotel sierra,four thousand feet qnh one zero one eight speed bird eight hotel sierra,15.38
1676,praha radar lufthansa one romeo mike good passing three thousand climbing five thousand,praha radar lufthansa one romeo mike schone good ahoj passing three thousand climbing five thousand,15.38
96,kingfisher zero zero eight contact bratislava one three four decimal four seven five,kings visual zero zero eight contact bratislava one three four decimal four seven five,15.38
2254,direct varik and squawk one four six one trans avia seven eight eight,direct varik and squawk one four six one lufthansa seven eight eight,15.38
1265,cleared for takeoff runway three one aero flot one five zero good day,cleared for takeoff runway three one aero flot one five zero sing,15.38
2568,two seven eight two five thank you good bye donavia three zero six,two seven eight two five thank you bye lufthansa three zero six,15.38
2105,bair zero five two el al five two one turn left heading one six zero cleared for ils one three,zero five two five two one turn left heading one six zero cleared for ils one three,15.0
2616,smart lynx one zero seven papa runway three one cleared to land wind calm cleared to land wind calm smart lynx one zero seven papa thank you,smart wings one zero seven papa runway three one clear to land wind calm clear to land wind calm smart wings one zero seven papa thank you,14.81
2087,ead for visual approach runway one three,for visual approach runway one three,14.29
2735,descend flight level one three zero csa,descend flight level one three zero cs,14.29
2620,direct dratz csa six zero five zero,direct gratz csa six zero five zero,14.29
2153,csa three sierra lima reduce speed to two three zero knots previous traffic descending,csa three sierra lima reduce speed to two three zero knots previous traffic is heavy,14.29
2140,taxi via lima hotel juliett stand two,taxi via lima hotel juliett stand tw,14.29
2738,runway one three csa two mike delta,one three csa two mike delta,14.29
2586,climbing flight level three three zero lufth,climbing flight level three three zero luftha,14.29
2365,easy five four nine seven hello ru,easy five four nine seven hello ro,14.29
1937,praha hello ryan air eight foxtrot juliett descending flight level three five zero vambo,praha hello ryan air eight papa juliett descending flight level three five zero inbound,14.29
2320,maxi rate of climb four zero victor,next rate of climb four zero victor,14.29
2275,runway one three cleared to land csa,runway one three clear to land csa,14.29
2691,prague approach oscar kilo delta sierra juliett descending to one seven zero and req,praha approach oscar kilo delta sierra juliett descending to one seven zero and expe,14.29
1634,lufthansa seven seven three proceed to kerax,lufthansa seven seven three proceed to kenok,14.29
2414,hansa four juliett alfa climb level two,lufthansa four juliett alfa climb level two,14.29
1632,climb three one zero direct to pisa,climb three one zero direct to pis,14.29
1443,lufthansa three charlie hotel praha radar co,lufthansa three charlie hotel praha radar con,14.29
2319,tower good day jetstar seven sixty three,tower good day just seven sixty three,14.29
2401,praha austrian three one eight romeo level three three zero maintaining inbound pisan austrian three one eight romeo praha radar contact,praha austrian three one eight romeo level three three zero maintaining inbound desen austrian three one eight romeo praha three squawk radar contact,14.29
1475,direct elmek klm one three seven four,direct omek klm one three seven four,14.29
2850,one two nine five two five good,one two nine five two five good bye,14.29
2441,lufthansa nine victor v praha radar contact,lufthansa nine victor victor praha radar contact,14.29
2390,csa seven six four continue present headi,csa seven six four continue present heading,14.29
1576,runway three one clear to land c,runway three one clear to land csa,14.29
2332,beline five three delta direct to isama,beline five three delta direct to isram,14.29
2342,tower speed bird three zero charlie ready,tower hello speed bird three zero charlie ready,14.29
2353,lufthansa eight romeo yankee paha radar contact,lufthansa eight romeo yankee praha radar contact,14.29
2369,austrian one two four proceed to vadov,austrian one two four proceed to vado,14.29
1554,descend two nine zero austrian three two,descend two nine zero austrian three two si,14.29
1516,radar swedestar zero five one flight level one seven four descending one seven zero,radar swedestar one flight level one seven four descending one seven zero,14.29
1548,radar one one nine decimal zero c,radar one one nine decimal zero cs,14.29
2435,reduce speed two two zero shamrock six,reduce speed two two zero shamrock three,14.29
1683,clear to land runway three one csa,cleared to land runway three one csa,14.29
2194,praha radar good morning sky travel one,praha radar good morning sky travel on,14.29
2873,beair five five one left to baltu,beair five one one left to baltu,14.29
2757,reducing two fifty csa eight three foxtrot,reducing two fifty csa three foxtrot,14.29
1908,and contact ground one two one nine,and contact ground one two one eight,14.29
1885,four roger fly eight three or more,roger fly eight three or more,14.29
1862,number one in sight hotel whiskey echo,number one in sight hotel yankee echo,14.29
2226,csa five delta romeo ready for next,csa five delta romeo ready for next des,14.29
1811,r five four wizz air four romeo,one five four wizz air four romeo,14.29
2880,beair one four one proceed to kilo echo climb flight level three three zero,b air one four one proceed to kilo echo climb flight level three three zero,14.29
1790,prague radar aero flot two nine nine,praha radar aero flot two nine nine,14.29
1301,ruzyne tower csa four zero six d,ruzyne tower csa four zero six,14.29
2245,descend four thousand feet by qnh one,descending four thousand feet by qnh one,14.29
1373,csa five zero nine proceed to final,csa five zero one proceed to final,14.29
2250,and we are ready for visual approach runway one three csa five papa cha,we are ready for visual approach for runway one three csa five papa cha,14.29
1757,affirm we accept thai nine two one standby standing by thai nine two one,affirm we accept china nine two one standby standing by china nine two one,14.29
1319,direct to deget connie four zero five,direct to veget connie four zero five,14.29
1730,cimber three five two eight landing traffic,camber three five two eight landing traffic,14.29
1729,roger three sixty is approved on the ils one three bline eight hotel sierra,roger three six is approved on the ils one three beline eight hotel sierra,14.29
2867,lufthansa nine victor alfa hello radar contact,lufthansa nine whiskey alfa hello radar contact,14.29
2647,turn left direct oscar kilo golf csa,turn left direct oscar kilo golf cs,14.29
2448,lot three six two squawk one four six six climb fl three three zero,lot three six two squawk one four six six climb flight level three three zero,14.29
2443,and level four zero zero on the,flight level four zero zero on the,14.29
2705,scending level three five zero inbound to,ending level three five zero inbound to,14.29
1464,eight romeo golf taxi to stand echo two bravo via golf bravo and zulu,ryan air eight romeo golf taxi to stand echo two bravo via golf bravo and zulu,14.29
438,one three four decimal four seven five sun turk eight four four thank you,one three four decimal four seven five sun express four four thank you,14.29
491,hello easy five four nine seven main,hello easy five four nine seven maint,14.29
760,present heading nor shuttle one five on,present heading nor shuttle one five one,14.29
507,moladava eight six three praha radar contact descend to flight level three two zero,balta one eight six three praha radar contact descend to flight level three two zero,14.29
758,h romeo november five one one roger,hotel romeo november five one one roger,14.29
321,descend flight level two nine zero one thousand or greater flot one two one,descending flight level two nine zero one thousand or greater aero flot one two one,14.29
533,praha radar one two zero decimal two,praha radar one two zero decimal tw,14.29
738,one three four five six zero time air six nine zero juliett bye diky,one three four five six zero time air six nine zero juliett,14.29
729,dobry den radar sierra papa kilo papa sierra request flight level one four zero,radar sierra papa kilo papa sierra request flight level one four zero,14.29
695,direct to kolad lufthansa four november l lufthansa seven five nine descend flight level three zero zero cross rapet at level,direct to kolad lufthansa one romeo lima lufthansa seven five nine descend flight level three zero zero cross rapet at level,14.29
309,praha lot three six two ready for,praha lot three six two ready for dep,14.29
684,fedex three four praha morning radar contact,five three four praha morning radar contact,14.29
672,one two five austrian three one se,one two five austrian three one zulu,14.29
286,line up one three and wait cs,line up one three and wait csa,14.29
190,easy two five eight quebec contact radar one two zero two seven five by,easy two five eight quebec contact radar one two zero decimal two seven five bye,14.29
663,ok call you behind the next landing,ok call you behind your next landing,14.29
647,number one report final hotel echo xray,hotel one report final hotel echo xray,14.29
999,vel one six zero sky travel one,one six zero sky travel one,14.29
553,papa kilo papa sierra praha radar radar,p kilo papa sierra praha radar radar,14.29
955,heading three six zero two one zero,heading three six zero aerosvit two one zero,14.29
