Sample,Ground Truth,Prediction,WER
2342,lufthansa five juliett whiskey hello radar contact what s your requested final level lufthansa five juliett whiskey level three five zero,i have a contact with you what is your request at final level i have a request at level charlie first,85.71
1692,praha radar bee line three papa p,prague radar go for ab line three papa papa papa,85.71
1830,direct oscar kilo golf victor delta xray,direct oscar kilogorovy top of the site three,85.71
648,number one report final hotel echo xray,so one report final was that a quick space,85.71
980,wind check for csa five zero nine,make check for charlie sierra alfa foxtrot echo five zero nine,85.71
358,csa two eight seven praha radar contact,cc two eight seven prabhara good day rano radio contact,85.71
1375,csa five zero nine proceed to final,if you do so we will proceed to final,85.71
2063,thank you very much one zero one eight descend four thousand any speed restric,okay mach one zero one eight this is four zero zero zero i need speed respect,85.71
2590,climbing flight level three three zero lufth,having a blast of it three three zero look,85.71
297,roger qnh one zero one eight for check contact tower one one eight one,charlie november oscar four check contact tabarama its not,85.71
1911,and contact ground one two one nine,and thats the end of the program,85.71
2857,to romis qatari six zero five six,two zero its two zero its six zero five six,85.71
334,lufthansa six romeo xray contact praha radar one two zero two seven five one two zero two seven five too,we have a sierra india xray romeo oscar oscar mike xray romeo alfa yankee contact to radar one two zero two seven five shen abend one two zero two seven five shen abend,85.0
119,lot five two five radar radar contact descend flight level one zero zero kilo information in three minutes expect shortcut,lima alfa five two five you have arrived at radar contact descent flight level one zero zero cable information in three minutes for sierra hotel oscar romeo tango charlie uniform tango,85.0
591,praha good morning lufthansa four papa juliett level three two zero at agnav,i would want to turn that off about you at level three two zero at dachna,84.62
1516,four thousand feet qnh one zero one eight bee line eight hotel sierra,port of the international little one eight,84.62
1326,wizz air four xray zulu descend four thousand qnh one zero two one,these are folks resolutizing four zulu echo romeo oscar feet between hotel one zero two one,84.62
1531,radar scandinavian six eight nine flight level three three zero direct to cerno,good morning this is canadian six eight nine i sound about three three zero direct to chad and home,84.62
1275,lufthansa four hotel h praha correction lufthansa eight hotel h praha morning radar contact climb flight level three hundred,there was a photo total expression with the eight hotel hotel the morning radar contract on poverty and this,84.21
2679,start and push approved easy three,ill push brady,83.33
2485,may we proceed inbound rapet german wings seven five five standby short,ladies and gentlemen please stand by for the rapid traffic standby short,83.33
834,contact one three one three five zero victor romeo juliett seven hundred,oseg one three one three five zero we are just salam ready to go thank you,83.33
126,hotel echo xray wind calm runway two five cleared touch and go,autelico you can have a wind calm run a two five clear station go,83.33
772,direct venox csa five zero eight,copy coming up csa five three,83.33
1620,course voz austrian seven zero four,class voltage is one seven zero decimal four,83.33
1899,line up and takeoff runway three one wizz air four papa uniform,cessna prettier cessna eight three one we say four papa in for decisional,83.33
1836,ruzyne tower three one three holding position runway one three taxiway golf,ladies and gentlemen this is radio dacin three one three holding position runway one three six zero mike,83.33
495,runway one three hello austrian seven,so one zero central,83.33
1403,ups four good morning radar contact,uniform papa sierra four good morning,83.33
144,ero direct somis csa eight seve,zero direct from eight kca seven,83.33
858,lufthansa nine eight hotel contact pra,zanzana a total contact,83.33
1695,affirm nav checker five papa one,thats enough to go five decimal one,83.33
421,ind two one zero degrees tw,and to one of the research,83.33
430,five five six on the stand five two information november qnh one zero two three clear luton destination,flight flight six six understand flight to information american hotel one zero two three the question is is it clear to luton destination,83.33
2895,left heading zero seven zero cs,were heading to zero zero at zero zero,83.33
1494,roger miles copied and four thousand,tomorrow is copied and for one zero,83.33
1677,two to chance any short cut,until we have any shortcuts,83.33
2649,german wings seven hotel behind landing,soundlink seven zero three behind standing,83.33
1669,csa eight five six tower roger,its eight five six tango hotel hour im roger,83.33
2819,session call me praha say again,station coming across again,83.33
1382,wizz air five nine one praha hello radar contact climb flight level two eight zero rapet at level,mr five nine one tango echo lima oscar romeo india delta alfa contact ground part level two eight zero rapeta one two,83.33
2641,praha good evening lufthansa nine eight hotel approach level two eight zero,good evening nintendo nine eight eight well tell you the port is number two eight zero,83.33
1833,right turn to rapet csa seve,right onto the path,83.33
273,climbing flight level three three zero direct lima delta zulu that s for aero flot one two four,when you are ready direct cerima dalta zubo pass you around for two four,83.33
962,one one zero csa eight eigh,one month else he said it,83.33
2576,one one nine decimal nine five zero oscar kilo alfa lima zulu,one one nine nine december nine five zero turkey one one zero muslim one one zero,83.33
709,ruzyne tower hello britair nine zero,good evening tower hello good evening,83.33
2706,on a domal two bravo dep,on the building to graphically,83.33
398,csa nine on five six runway one three cleared for takeoff wind one five zero degrees three knots,cessna nine one one five six runway one trigger for tango alfa kilo echo oscar foxtrot foxtrot wind one five zero degrees three knots lets go chair,83.33
262,air france two four eight two continue present heading and you are crossed localizer be established from the left side for you extansion,affairs two four eight two continue present heading and your charlie romeo oscar sierra sierra lima oscar charlie alfa lima india zulu echo romeo be established from the left side for your extension,82.61
1968,csa nine seven five contact ruzyne radar one one nine zero,five contact losing radar runway one zero off the channel,81.82
2705,wizz air four romeo papa radar contact after domal direct somis,this is forum of apan debriva cerrida contact after domaal direct somes,81.82
351,one two one nine speed bird four alfa charlie bye bye,one two one nine two one four five charlie bravo yankee echo bravo yankee echo,81.82
2254,donavia three zero five follow arrival track from victor lima mike,and now we are three zero five four i would like from victor lima mine,81.82
1754,l ground one two one decimal nine austrian seven zero nine,leibach one one two one nine zero two zero one zero seven zero nine zero,81.82
912,delta two ten good morning tower continue approach runway three one,good morning good morning good morning,81.82
2237,lufthansa nine victor tango ruzyne tower hold position call you at,lufthansa nine vector one zero go to centre level position call it,81.82
2844,lufthansa two victor charlie descend four thousand one zero one ei,soften the two vector charlie you said fourzero zero zero one zero one eight,81.82
1296,lux air eight one mike turn left heading zero eight zero,laxair alfa one laxair alfa one laxair alfa one zero eight zero,81.82
1577,cleared for takeoff three one air france one three eight three,youre for tango alfa kilo echo oscar foxtrot foxtrot three one air france one three three,81.82
2103,proceed mikov sierra echo romeo three five one one thank you,thank you,81.82
172,praha radar csa nine seven eight passing two thousand one hun,radio cessna seven nine zero to privyajet passing two zero zero one,81.82
2204,approach lufthansa two two tango hello leaving two three zero for one five zero inbound gosek,the board should have done that to the technical low leaving two three seven four one five zero inbound gothic,81.25
58,csa six nine zero ruzyne tower line up runway one three cleared for takeoff wind one five zero degrees four knots lining up and cleared for,bricsher cessna six nine zero oz avro enopra mike india one three qifo tango alfa kilo echo oscar foxtrot foxtrot in one five zero degrees four knots its kicher anekap thank you,80.77
1246,scending flight level one one,i think thats the one,80.0
124,contact ruzyne radar one one nine decimal zero good by,contact to read our one one i know this motherfucker,80.0
2689,quality eight nine sierra tax,quality,80.0
2851,direct vlm csa eight two,that is glashurm csa two,80.0
318,austrian five one alfa delta praha hello radar contact climb flight level three four zero climb to level three four zero austrian seven alfa delta,well do our best to contact you when you call three four zero well do three four zero thats right well call you delta,80.0
242,oman air one one three good morning praha radar contac,good morning good morning good morning,80.0
249,csa eight three foxtrot reduce to two five zero knots,charlie sierra india three foxdot reduced to two fine zerons,80.0
2804,nor shuttle three five eight one ruzyne tower good afternoon,good afternoon,80.0
1820,one nineteen zero delta two,one one nine uh zero delta two ten,80.0
164,lufthansa eight echo papa climb flight level three one zero,go ahead go ahead go ahead go ahead three one zero,80.0
1465,descend to flight level one,one zero to five over one,80.0
75,heli india echo hotel whiskey three thousand six hundred feet,heli deck hope that well see three sierra india xray hundred feet,80.0
2757,climbing two eight zero inbound,climbing to eight zero its not good,80.0
2606,praha ra radar aero flot two five eight good afternoon,good afternoon,80.0
1543,five csa three zero three,nine five five zero,80.0
71,r zero aero flot two,for zero report to,80.0
1904,csa three six kilo golf praha radar radar contact climb flight level one six zero,abbreed november charlie sierra charlie six zero goals praheri dari contact cloud fly level one six zero,80.0
1088,csa nine six seven radar,csun nine six seven are you there,80.0
867,easy six eight kilo papa,is this exactly what papa,80.0
866,three three eight six zero,two eight six zero ceylon ceylon,80.0
2745,ok zero four zero zer,ok of course,80.0
2602,cend flight level one tw,of all one,80.0
1320,call you in three minutes,go you team in,80.0
394,zero eight zero degrees six knots clear to one three land austrian seven one zulu,zero eight zero weve been zero eight zero weve been zero eight zero weve been,80.0
454,runway one three clear to land csa two delta lima,envoy one three green two one csa two one turn him up,80.0
451,reduce one ninety csa nine,reduce,80.0
2084,yne radar csa three seven bravo reaching flight level one,ccc three sambar ive already checked pad one,80.0
2071,two zero turning heading north,to the wall turning right heading north,80.0
2856,wizz air four yankee victor proceed direct oscar kilo golf,therefore inkey victor proceeds direct to scarglow gulf,80.0
2880,descend flight level two nine zero fifteen hundred or great,standing by for two nine decimal zero one five decimal zero great,80.0
1721,leaving flight level three four zero descending flight level three zero zero rate one thousand five hundred or greater airbridge cargo three eight nine,ill leave in flight level three four zero descending flight level two zero zero hit point one zero one zero one zero one zero radar right side wind peck at three eight nine,79.17
2030,right heading two nine zero intercept localizer runway three one swedestar zero five one,right turning two nine theres two inches of localizer on my three one switch stores to the five one,78.57
1599,austrian five two hotel juliett praha radar contact descend flight level three three zero,charlie oscar sierra one zero five total juliet prowell radar contact descent file level three three zero,78.57
2714,descend flight level two nine zero descend two nine zero austrian three two fo,we have a flight call at two nine zero,78.57
1426,one three two five five zero euro trans six eight zero two good day,one two three four five six seven eight nine ten,78.57
609,descending flight level three one zero level in by lanux one four double echo,were heading for level two one one one in bailano with rank one four to boleco,78.57
1941,ruzyne tower csa nine seven seven establish localizer three,rosienta barrero breda csa nine zero seven seven establish low phase of three,77.78
291,csa five six one one two one decimal nine,six zero decimal six one one two one decimal seven nine how are you,77.78
1554,left heading three four zero cleared ils runway three one we ll advice when establish oscar sierra juliett,left heading three four zero cleared all is from the three one well advance and establish oscar foxtrot foxtrot charlie alfa sierra tango territory,77.78
1434,csa five alfa juliett line up runway one three,csa file for alpha two alfa to line up on alfa one three,77.78
2116,lufthansa cargo eight four five two thank you direct,wait for foxtrot two thank you direct take it,77.78
2069,csa five six one reduce one six zero knots,six five six zero zero labry h reduce one sixzero zero zero,77.78
938,right heading two six zero csa five six zero,cessna two six zero cessna two six zero cessna two six zero,77.78
1532,three five one three five scandinavian one six six,charlie five one two three five good name in one six six five nine,77.78
2453,right heading two six zero klm five five tango,were entering two six zero get on fast thank you,77.78
2287,wizz air four quebec sierra roger landing traffic standby,alfa india romeo four quebec sierra roger landing three six stand by,77.78
2305,tower csa nine six one full established ils three one csa nine six one ruzyne tower continue approach,tower csa nine zero six one doppler eight four one first approach lst one doppler eight four one csa nine zero six one roger tower continue approach,77.78
1449,easy nine charlie lima contact ground one two one nine bye two one nine easy nine charlie l,charlie nine charlie mark on the ground one for later bye,77.78
2295,vista jet four six seven we expect to descend,cessna four six seven were expected to leave the stand,77.78
2661,fl three zero zero austrian three zero five november,climb level three zero zero,77.78
2811,bline eight hotel sierra left heading zero five zero,bravo lima india november echo eight zero zero sierra left heading zero five zero,77.78
686,cleared to land runway one four delta hotel golf,go to them avi one four two go go go,77.78
184,further climb approved again nav checker five one one,further climb will proofed again after her power,77.78
2927,via golf stand six four jobair five one papa,five zero six four,77.78
466,sir morning lufthansa five one zero eight three passing,good morning this is enfant one zero eight please press in,77.78
2242,descend to flight level two eight zero thank you,thank you,77.78
2364,climb flight level three three zero requesting three five zero czech holidays seven four two zero report that later on to wien,i report that later on to vienna,77.27
2474,turn right heading one one zero cleared for ils approach runway one three,turn right heading one one zero quick foxtrot oscar lima lima oscar whiskey uniform papa approach to runway one three,76.92
118,praha radar sky travel eight two four climbing flight level one six zero,radar we would like to take seven eight two for climbing call one six zero,76.92
1127,ok line up runway three one and number two csa six two two,okay im on eight charlie one and its number two see you see six two,76.92
96,kingfisher zero zero eight contact bratislava one three four decimal four seven five,kilo india november golf foxtrot india sierra hotel echo romeo zero zero eight contact bratislava one three four decimal four seven five,76.92
2870,beline one mike m contact bratislava one three four decimal four seven five,bravo lima india november echo one mike india charlie mike india charlie contact bratislava one three four decimal four seven five,76.92
1958,csa one alfa juliett descend flight level nine zero contact ruzyne radar one one nine decimal zero,thats all for today descent flight level nine zero contact lusynia radar runway nine zero nice to meet you,76.47
1364,five zero final papa established on localizer runway,intrument one zero one zero seven pop established on localizer runway,75.0
166,we are maintaining flight level nine zero to,maintaining flammable nine zero two recording,75.0
1279,praha radar csa two delta zulu passing two thousand two hundred feet,yes it was a little bit passing two tango whiskey oscar hundred feet,75.0
114,five one seven four,five one set pull in,75.0
1636,five juliett any speed restriction for us please,ill notify you to speed the restrictions for us please,75.0
1834,wizz air four five four can you confirm,can you confirm the,75.0
208,ne two four two,ill do for two,75.0
746,ready for departure cs,for the part,75.0
2621,left turn direct rapet csa four charlie z,left hand track drop at csa four have a,75.0
108,wizz air five nine one runway three one cleared for takeoff wi,weve got five nine one runway three one cleared for tango alfa kilo echo oscar foxtrot foxtrot,75.0
2362,sa seven five z,thats a seven five,75.0
203,descending level two nine,and recovered two nine zero,75.0
925,rection seven zero nine,seven two one nine,75.0
1043,eight eight seven descend flight level seven zero,tango sierra tango alfa romeo eight eight seven descent flight level seven zero,75.0
1638,one six right cleared to land and understood qantas four ninety eight,one six right cleared to land and ive just been quite a surf on arent you,75.0
1489,ground one two on,lets get on,75.0
2724,hansa eight echo november descending level seven zero,erick onomat is heading seven zero,75.0
1759,decimal eight three midla,uh dussel eight three another,75.0
2183,lining up runway one three oscar kilo juliett,winding up five one three oclock roger roger roger,75.0
245,csa three sierra lima ready for next descend,csa three,75.0
1767,reducing speed one fifty csa five victor papa,houston speed one five zero csa uh flyway triple,75.0
1185,lufthansa seven five zero,lots of the seven five zero,75.0
726,five hundred or more shamrock six seven xray,five zero into the morse number six seven xray alfa,75.0
1781,mirates two one fo,good one,75.0
2672,praha good morning eurotran,prague good morning youre traffic,75.0
996,ich one three six decimal four correction one three two decimal one five five good bye,charlie one lima three sixfour charlie one lima three twoone five five goodbye,75.0
2400,sa nine two o,nine zero two,75.0
255,proceed direct to artup,uh proceed direct to alt two,75.0
112,nine whiskey golf november,and wait for november,75.0
998,five five good day,high five great,75.0
2734,lima hotel juliett stand two zero belin eight hotel sierra good day,lima hotel juliet stand to zero behind head hotel sarah thank you very much good day,75.0
976,praha radar good evening oscar yankee zero golf charlie flight level four three zero at tusin,good evening good evening oskar in case you are both challenging flight level four three zero in two seconds,75.0
999,prague controle air chin,clock control air china,75.0
2340,ok three three zero sky travel one two,okay three two one go,75.0
2389,cleared to land runway one three air malta,seattle land runaway one three im on time,75.0
2264,csa seven four three,system for three,75.0
1923,hotel charlie quebec breaking off to the left,thats all the equipment back out to the left,75.0
1995,two one nine speedb,one zero nine seven,75.0
2262,praha radar sky travel six seven zero climbi,ra radar wds side level six seven zero climb in,75.0
1985,one one eight three seven five swedestar zero,one one eight decimal three seven five switch to tower set up,75.0
1897,descend eight zero s,descent alfa zero sierra,75.0
1402,three three three nine zero austrian three seven five alfa good day,three three three nine zero seven three two one one one one one one one,75.0
2845,reducing one forty jobair zero five one papa,reducing one four eight youre better over on papa,75.0
2799,roger maintain one eighty,roger maintenance one eight zero,75.0
2574,tower hello channex ei,hello traffic,75.0
2552,aero flot one two one hello radar contact,air four two one two one how are you radar contact,75.0
1946,takeoff runway one three,we takeoff from alfa one three,75.0
1243,sky travel six six one descending level one,radio chai rapana hoss gochua six six one descending runway one,75.0
2015,csa nine two three ruzyne tower continue approach,brias is the nine two three rusenat outer comforter approach,75.0
471,sion heli hotel bravo zulu charlie zulu we just upon val d annivier low altitude for hook mission established for one low altitude,charlie this is charlie this is luscious southbound val daniele low altitude for the hucc mission this is whiskey november one low altitude,73.91
2539,x bye bye it s a one three three decimal four one zero one three three four one zero,its one three three decimal fourone decimal zero,73.68
610,and beline eight hotel sierra is a three sixty to the right and requesting radar vectors for any approach,and bravo lima india november echo at top lcr is three six zero to the right and requesting vectors for a new approach,73.68
592,ryan air eight zero eight eight climb at one thousand feet per minute or greater,rainier eight zero eight eight come at one zulu echo romeo oscar feet by network gator,73.33
1400,now four thousand qnh one zero two one cleared for ils approach runway three one,no photos well finish one zero to declare those scores on three one,73.33
2597,lufthansa nine juliett charlie now descend to altitude four thousand fee,lufthansa nine two eight charlie now descends to altitude four zulu echo romeo oscar feet,72.73
2736,continue one six zero knots or less quality nine one romeo,okay one six zero naught lets call it tango nine one zero zero,72.73
931,line up runway three one to wait easy two five eight,bye bromway three one two eight youre seat two five six,72.73
2681,nor shuttle three five eight zero descend flight level seven zero,november three five five zero dusseldorf,72.73
2245,hundred six thousand on present heading aero flot one four one,the country is sixzero zero zero on present heading airport one four one,72.73
442,quality nine one romeo ruzyne tower startup approved time two seven,time two seven,72.73
2306,one three three decimal four one zero csa one eight four,one three three this is a move for one zero csa one eight four the bridge has,72.73
73,on foxtrot cross runway one zero one two one seven five,november four charlie runway one zero left wind one one stand by,72.73
452,climbing one four zero left direct kolad lufthansa two mike echo,labbe one four zero left side call out left hand side two bravo echo,72.73
595,two eight eight romeo six climb flight level three two zero,two eight two one one six outside number two eight two zero zero,72.73
2900,easy six six yankee with own navigation left turn to varik,echo zulu six six echo november kilo with our navigation left hand to barik,72.73
795,speed bird two zero uniform reduce speed one five zero knots,speedbird two zero uniform have you speedman four zero or not,72.73
1270,alfa delta holding point zero four euro trans one three juliett,alta delta holding point zero decimal zero four you have transformed into it,72.73
1583,beline two eight golf praha radar contact proceed direct oscar kilo golf climb flight level three zero zero,bravo lima india november echo two eight golf papa radar contact proceed direct oscar kilo india lima oscar golf oscar lima foxtrot calm flight level three zero zero,72.22
2374,lufthansa five yankee victor radar radar contact descend flight level one zero zero oscar information maintain higher sp,ill look thumbs up i think you vector radar radar contact be some flight level one zero zero scar information maintain house,72.22
697,nav checker five one one report passing one three thousand feet and climb four one seven thousand feet,navjager five one one report passing one threezero zero zero foxtrot tango climb for one sevenzero zero zero foxtrot tango,72.22
2152,i was up flight level one two zero eight five three negative climb flight level one six zero,oh was that flight one two zero so it should be with eight five three ive got the discount on flight level one six zero,72.22
1408,austrian three two four golf go ahead,ill send three to full go go ahead,71.43
1981,csa four delta romeo radar radar contact climb to flight level one six zero,wncsa photo tango alfa romeo oscar mike alfa uniform india radar radar contact climb to fly level one six zero,71.43
1001,vel one six zero sky travel one,one zero four one six zero scuttle one,71.43
2248,descend four thousand feet by qnh one,the handle four thousand feet back in range one,71.43
710,austrian three zero seven zulu praha radar contact climb flight level three four zero,austrian three zero seven zero good evening papa romeo echo alfa india romeo air contact climb flight level three four zero,71.43
2651,turn left direct oscar kilo golf csa,turn left,71.43
2345,tower speed bird three zero charlie ready,so how do you speed up three zero charlie ready,71.43
2445,lufthansa nine victor v praha radar contact,this is victor victor this is radar contact,71.43
1297,hotel foxtrot hotel confirm requested cruising level,hotel foggs hotel confirm request is closing clavon,71.43
2908,direct artup thank you aero flot one,ricardo thank you very much,71.43
2697,hello praha this is the shamrock si,uh prahal this is ishamak six,71.43
761,present heading nor shuttle one five on,press is heading north shuttle one decimal one,71.43
2693,qantas nine ninety four tower good day,well its nine decimal nine four tell good day,71.43
2151,three seven five csa four eight zero,one zero eight three seven five nscs three four eight zero,71.43
1468,csa four echo proceed direct to rapet,csc for a call proceed direct to rapat,71.43
2253,and we are ready for visual approach runway one three csa five papa cha,we are before we go approach runway one three stay safe have a good flight,71.43
486,five cimber five one eight good bye,one zero five canberra five one eight goodbye,71.43
1550,radar one one nine decimal zero c,idr one one ninezero charlie,71.43
575,lufthansa two victor charlie proceed direct somis,welcome back to victor charlie proceed direct so miss,71.43
1441,ech force five two one contact kbely tower one two four decimal seven five,check for five two one contact greg bellita were one two four decimal six seven five nice to meet you,71.43
1579,runway three one clear to land c,radio three one cleared the lines here,71.43
2252,flight level two four zero makal shortly,whiskey eight november friar two four zero macau shortly,71.43
685,fedex three four praha morning radar contact,first we hope to have morning radar contact,71.43
1477,direct elmek klm one three seven four,direct lmek kilo lima mike alfa one three seven four,71.43
1896,climb three two zero b air one,five two two zero bravo lima,71.43
2709,scending level three five zero inbound to,im in a straight measure inbound to,71.43
2338,lufthansa seven seven papa contact rhein one three six four zero five bye bye,lima uniform foxtrot tango hotel alfa november sierra alfa seven seven papa contact ryan one three six four zero five bye bye,71.43
83,ufthansa two victor charlie direct to s,this is to victor charlie right to,71.43
2369,easy five four nine seven hello ru,gz five four nine come on have a,71.43
2101,csa six eight nine continue present heading,hes a six eight nine according to president,71.43
294,csa five six zero ruzyne tower roger,its a five six zero,71.43
2236,tango charlie november kilo alfa apron hello turn left via alfa yankee two ten foxtrot seven three,langen tower in november kilo alwe prunello turn left via alwe and yankee two one zero folks route seven three,70.59
2869,swiss nine two seven reduce minimum approach speed closing traffic ahead it s about four miles separation,this is anantu this is a reduced maneuver approach speed causing traffic at about four miles separation,70.59
1726,csa five zero nine cleared for il visual approach runway one three visual approach runway one th,csa pfizer niner clear for visual approach runway bumping,70.59
1033,tower csa six one nine establish ils one three csa six one nine ruzyne tower continue approach,go ahead cessna six one nine continue approach,70.59
724,runway one three cleared for takeoff csa eight two six,runway one three three four this is tst eight zero six nc,70.0
1953,o kilo delta sierra juliett line up runway one three,oskar kirov delta sierra juliet lineup is on three,70.0
2072,tower csa six three three established ils runway one three,csa six three three to privec ceris to the cilas runway one three,70.0
337,lufthansa eight echo november contact ruzyne ground one two one decimal nine one two one nine eight echo november hotel,lufthansa eight alfa contact rosne ground one two one decimal nine nine one two one decimal nine nine eight alfa ground one two one decimal nine nine,70.0
352,csa seven alfa juliett papa lima one two one nine,this is alpha juliet papalema one two nine,70.0
2386,one two zero two seven five csa four victor papa,one two zero decimal two seven five charlie four weve taken off the ground,70.0
1453,bline three pa papa fully established the ils three one,bravo lima india november echo three papa papa papa fully established the ils three one,70.0
2855,and ryan air five juliett uniform report requested flight level,indira thats five juliet uniform report request at five level,70.0
737,climb flight level three four zero ukraine international seven zero,climb for lima three four zero youve got a distance of seven zero,70.0
1281,one two seven eight two five opera jet three hundred,one two seven decimal eight two five nazlir is operating at three zero zero,70.0
74,climb flight level one four zero csa five six zero,pilot one four zero charlie sierra alfa flashing zero,70.0
2294,csa three seven bravo ground one two one decimal nine,ctc seven bravo ground one one this is nine zero n,70.0
2463,praha lufthansa three lima juliett flight level three one zero,atc good evening this is cessna material flight level three one zero,70.0
1195,csa four eight zero turn right proceed direct to artup,yes if its four zero go right proceed direct to romeo two,70.0
1072,one three four five nine zero ryan air five juliett,one three four five and nine and zero right now to five j j,70.0
1130,quality eight two five bravo praha good morning radar cont,good morning radar complete,70.0
2097,csa three sierra lima descend to flight level eight zero,csa three zero alimadi central flight la valle girot,70.0
960,clearance to telaviv via voz one hotel departure squawk alfa,cleared to tewa vef via bujitsa bana hotel departure sku galpa,70.0
1797,lufthansa nine eight hotel climb flight level three six zero,alabranda nana idha telkom five one one three six zero,70.0
2586,german wings seven papa turn left heading zero four zero,german wingsome papa oscar papa uniform papa and leveling zero four zero,70.0
2639,good evening euro trans one three juliett startup and push back approved position to foxtrot squawk four four two five,good evening utrans one three juliet sierra tango alfa romeo tango uniform papa and pushback approved position two f squawk four four two five,70.0
1071,one three four four four zero aero flot two seven three thank you,one three four four four zero dostoyev youre oscar foxtrot foxtrot romeo oscar alfa delta two seven three thank you,69.23
2191,after passing one zero dme oscar kilo lima left turn direct to rapet,im passing one zero november echo tango dna off security mode left turn direct to rapid,69.23
1150,praha good morning correction good evening sun express nine seven four flight level,good morning good morning good evening cessna xray sierra nine seven crossway door form,69.23
1591,csa seven alfa juliett turn right heading three zero zero for sho sequence,csa son of juliet and ride her in three zero zero four sequence,69.23
57,ruzyne radar opera jet three hundred passing one thousand seven hundred one hotel,radio roger three zero zero passing one seven four seven hotel,69.23
1107,csa six three alfa contact radar one two zero decimal two seven five,charlie sierra alfa six three alpha contact grid romeo one two zero decimal two seven five amen plus no,69.23
1481,austrian seven zero five papa call ground one two one nine good bye,after one zero seven zero four my papa call ground one two one im on a goodbye,69.23
232,from present to pribram descend one thousand qnh regional one zero one five,represent to qbram descent one zero zero zero agl qnh original one zero one five,69.23
736,qatari six zero five six contact bratislava one two five decimal nine six five good bye,katari six zero five six contact bratislava one two five delta echo charlie india mike alfa lima nine zero six five goodbye,68.75
1097,sun turk three zero one praha hello radar contact descend flight level two nine zero fifteen hundred or more,thunder three zero one papa romeo echo lima oscar radar contact descent flight level two nine zero one five zero zero tomorrow,68.42
2052,ruzyne tower good day austrian seven zero six papa on l austrian seven zero six papa tower good morning,russian head target is seven zero six papa on lima russian head target is seven zero six papa on lima,68.42
441,easy six seven kilo papa descend flight level nine zero contact ruzyne radar one one nine zero good bye,this is six seven kilo preparation flight of a minor zero contact we see radar one minor zero goodbye,68.42
1724,lot five romeo whiskey runway three one cleared for takeoff wind one nine zero degrees four knots bye cleared for takeoff run runway three one,load five from obiski runway three one cleared for tango alfa kilo echo oscar foxtrot foxtrot wind one nine zero degrees four knots bye cleared for tango alfa kilo echo oscar foxtrot foxtrot runway three one,68.0
2251,praha moladava eight six three descend level three six zero inbound rapet,aha dobregana model alfa eight six three descent level three five zero windbound rapid,66.67
1534,zero zero jobair,one zero zero jupiter,66.67
2138,lima delta zulu,remark delta zoo,66.67
465,one three three two eight five,one two three two eight five thanks good job,66.67
1682,clear to land runway one three sky travel one zero three nine,general on the right one two one two three nine,66.67
1574,and iformation kilo,information kilo,66.67
151,csa nine one seven descend flight level nine zero,youve seen another one seven seven decimal nine level nine zero,66.67
1145,ruzyne tower csa five four four,nobody out of that tower csa five four four,66.67
1657,climb flight level three four zero and final request,joplin im over three four zero and i have a request,66.67
1349,confirm ready for departure sky travel one three one zero three four roger line up runway three one cleared for takeoff wind is calm,i confirm ready for departure schedule one three one zero three four for july nine tango hotel runway three one clear for tango alfa kilo echo oscar foxtrot foxtrot wind is calm,66.67
2710,say again please,second please,66.67
1643,flight level two eight zero shortly,five one two eight zero short left,66.67
123,contract two lima golf descend four thousand feet cleared ils three one,contracturomer go descend four zulu echo romeo oscar feet cleared ils three one,66.67
1611,nine one romeo,nine one zero eight,66.67
174,ok we ll heading in zero nine zero degree,ok wed like to surround our heading in zero nine zero degrees,66.67
2716,wizz air four xray zulu descend flight level seven zero continue present heading vectoring ils approach three one,yeah for xray romeo alfa yankee sierra over descent flight level seven zero continue present in electronic hours approach three one,66.67
2109,lufthansa eight papa lima bye bye,bye bye,66.67
2123,climb flight level three four zero csa five six,five five zero three four zero charlie is eight five six,66.67
11,time air six one two papa vacate ground one two one nine,time is six one two papa vacate through main ground one two one nine on us nice and low,66.67
148,austrian eight seven praha radar contact climb flight level three two zero,alfa oscar three november eight seven prahara breda in radar contact com flight level three two zero,66.67
1051,six six one,uh six six one and,66.67
2272,eight two five csa nine sev,two five six seven awesome,66.67
519,m sierra four,mike seattle four,66.67
182,clear to land runway three one,cleared to land runway three one copy wind chill,66.67
1050,sky travel six,right level six,66.67
2212,descend level nine zero csa eight three eight whiskey,alistair one one nine zero csa three two one,66.67
80,descending four thousand feet one zero one eight maintaining the heading quality,sending four zulu echo romeo oscar feet one zero one eight maintaining the heading call it two,66.67
1389,right heading one eight zero klm five five tango,right heading one and two ok im fine takeoff,66.67
2600,tango seven charlie lima mike sion,dungo seven charlie my mics short,66.67
1225,i do confirm,how do you confirm,66.67
618,one six zero sky travel one,one zero one six zero scuttle one,66.67
1394,line up runway one three bline six one golf,hello papa one one three bravo one six one go,66.67
289,call you shortly,go shortly,66.67
1216,descend flight level one zero zero csa nine si,one zero five one zero zero six eight nine six,66.67
901,a backtrack approved,i have backtrack approved,66.67
757,and departure time is now three six we believe we can go five minutes before that so requesting,departure time is now tango hotel romeo echo echo sierra india xray tango hotel sierra we believe we can go five minutes before that so requesting,66.67
2371,one eighteen o,one eight one,66.67
2614,any chance inbound miska aero flot one four four,in addition to mount miska arafat one four four,66.67
754,qantas five twenty nine sydney tower,contact five two nine at sydney south,66.67
1825,ceed direct elmek,to direct alnac,66.67
