Sample,Ground Truth,Prediction,WER
2583,heading one nine zero cs,heading one nine zero csa,20.0
1048,hotel bravo charlie quebec sierra when departure low defined climb to flight level nine zero,hotel bravo charlie quebec sierra bern departure hello identified climb to flight level nine zero,20.0
1104,one three four eight seven five three five two november,one three four eight seven five lufthansa two november,20.0
1186,ruzyne tower csa seven three zero we re rejecked takeoff,ruzyne tower csa seven three zero we reject takeoff,20.0
1190,csa three zero five zero,csa six zero five zero,20.0
2599,praha jobair zero eight one,tower jobair zero eight one,20.0
1800,sierra papa sierra approaching one four zero ready to brod,papa sierra approaching one four zero ready to drop,20.0
1139,one seven zero passed level,one seven zero pass level,20.0
2750,seven four two one descend flight level two nine zero,czech holidays seven four two one descend flight level two nine zero,20.0
2725,runway three one cleared to land swedestar zero five o,bravo three one clear to land swedestar zero five o,20.0
2757,climbing two eight zero inbound,climbing two eight zero inbound kilo,20.0
2130,time is one seven fiv,time is one seven fi,20.0
1743,ruzyne tower csa seven e,ruzyne tower csa seven ei,20.0
2001,controle reach one two zero,control reach one two zero,20.0
1187,vienna one three one decimal three five zero good by,vietnam one three one decimal three five zero good bye,20.0
1854,well there s marchall on it s way and in zurich it is handled like this all the time but it s any second with you,Well there is a marshall on it s way and in zurich it is handled like this all the time but it s any second with you.,19.23
2777,six contact praha one three three decimal three nine zero one three three three nine zero klm one eight four six,six contact praha one three three decimal three nine zero one three three three nine zero scandinavian six six eight two six,19.05
2433,klm three five one speed two three zero knots or less base leg in one minute,klm one three five one speed two three zero knots or less base vacate one minute,18.75
2311,speed csa five kilo p csa five mike bravo descend flight level nine zero contact ru,csa five kilo papa csa five mike bravo descend flight level nine zero contact ro,18.75
237,two hotel t lufthansa two hotel tango continue present heading vectoring ils approach runway three one,lufthansa two hotel tango continue present heading vectoring ils approach runway three one,18.75
416,f air zero zero six contact bratislava one three four decimal four seven five good by,csa zero zero six contact bratislava one three four decimal four seven five good b,18.75
476,channex three one victor praha radar contact descend flight level two nine zero level by ab,german wings three one victor praha radar contact descend flight level two nine zero level by abbe,18.75
2237,lufthansa nine victor tango ruzyne tower hold position call you at,lufthansa nine victor tango ruzyne tower hold position call you to pepi,18.18
2241,out of flight level one nine two descending flight level one seven zero radar heading zero nine zero one zero two three,out of flight level one nine two descending flight level one seven zero radar heading zero nine zero kilo on the board one zero two three,18.18
1302,one three four four four zero croatian four eight one bye,one three four four four zero qality four eight one mike,18.18
1316,mike alfa kilo contact munchen one three one decimal zero fi,mike alfa kilo contact munich one three one decimal zero five,18.18
2254,donavia three zero five follow arrival track from victor lima mike,donavia three zero five full arrival direct from victor lima mike,18.18
391,heading left three six zero air france one seven eight two,turning left to three six zero air france one seven eight two,18.18
1370,one three four decimal eight seven five onlipon two zero eight good bye just confirm one three four decimal eight seven five,klm one three four decimal eight seven five on the board two zero eight good bye just confirm one three four decimal eight seven five,18.18
727,praha german wings three one alfa descending level three five zero,praha climbing three one alfa descending level three five zero,18.18
2764,one nine zero one one nine zero csa five delta romeo,level nine zero one one nine zero csa five delta romeo on,18.18
1384,sky travel six six one turn left heading one six zero,sky travel six six one to the left heading one six zero,18.18
595,two eight eight romeo six climb flight level three two zero,two eight decimal one six climb flight level three two zero,18.18
2220,ruzyne tower csa four eight one we are established one three,ruzyne tower csa four eight one dobre odpolednie we are established one three,18.18
1840,november eight three six bravo alfa praha good morning radar contact,lufthansa eight three six bravo alfa praha good morning radar con,18.18
593,southern air eight five zero zero tower good morning continue approach,sudanair eight five zero zero tower good morning continue approach,18.18
2748,confirm after omelo direct romis affirm after passing omelo direct romis,confirm after romeo direct to romis affirm after passing omelo direct romis,18.18
73,on foxtrot cross runway one zero one two one seven five,hotel foxtrot cross runway one zero wind one two one seven five,18.18
1442,one three three four one zero easy two four seven foxtrot,one three three four one zero at two five seven foxtrot,18.18
637,now established localizer one three csa nine zero five fully establi,now established localizer one three csa nine three five fully established,18.18
2366,bratislava one three four four seven five csa two nine six,ruzyne tower one three four four seven five csa two nine six,18.18
701,one three four four seven five euro trans six zero one,one three four four seven five oscar now euro trans six zero one,18.18
1982,left heading zero seven five air france one nine eight two,left heading zero seven five aero flot one nine eight two,18.18
158,x nine one descend flight level nine zero and left hea,six nine one descend flight level nine zero and left head,18.18
2681,nor shuttle three five eight zero descend flight level seven zero,northshuttel three five eight zero descend flight level seven zero,18.18
1520,to level one six zero southern air eight five zero zero,we re level one six zero southern air eight five zero zero,18.18
1719,southern air eight five zero zero ruzyne tower good afternoon roger,sudanair eight five zero zero ruzyne tower good afternoon roger,18.18
500,seven six four radar contact climb flight level one six ze,csa seven six four radar contact climb flight level one six zero,18.18
2259,two four one climbing flight level two eight zero inbound dekov,two four one climbing flight level two eight zero inbound to bepas,18.18
1193,one three six four zero five swiss three four three papa,one three six four zero five aero flot three four three papa,18.18
1555,request climb flight level three seven zero due to light tur,roger climb flight level three seven zero due to light to,18.18
931,line up runway three one to wait easy two five eight,line up runway three one two eight easy two five eight,18.18
111,praha b air one four one flight level two four three,praha beair one four one flight level two four three,18.18
2601,to bratislava one three four four seven five five one zero,cleared to bratislava one three four four seven five atlanta five one zero,18.18
351,one two one nine speed bird four alfa charlie bye bye,one two one nine cimber four alfa charlie bye bye,18.18
969,one three four decimal four four zero lot three one five,one three four decimal four four zero lot three one five take care,18.18
1697,one zero lufthansa nine kilo yankee descend flight level six zero,lufthansa nine kilo yankee descend flight level six zero,18.18
445,on the runway two two ready for line up three one,and runway two two ready for line up three one,18.18
387,good evening radar shamrock six seven xray direct mavor climbing pass flight level two seven seven to flight level three four zero,good evening ryan air shamrock six seven xray direct mavor climbing flight level two seven seven for flight level three four zero,18.18
2341,air france one three two contact ground one two one nine good bye one two one decimal,air france one three eight two contact ground one two one nine good bye one two one nine decim,17.65
303,taxi via foxtrot cross runway one two golf juliett stand one four alfa emirates one three nine,hotel foxtrot cross runway one two to golf juliett stand one four alfa emirates one three nine,17.65
2513,sierra echo lima victor oscar contact praha radar one one eight decimal three seven five good bye,csa lima victor oscar contact praha radar one one eight decimal three seven five good by,17.65
392,csa nine delta sierra continue down to four thousand feet and we re cleared ils three one,csa nine delta sierra control delta four thousand feet and we re cleared ils three one,17.65
2509,air france two three four zero do you have any report of turbulence at three six zero,and for air france two three four seven do you have any report of turbulence at three six zero,17.65
1076,at the airport it s right of treshold of runway three one will not cross your track,at the airport it is right of threshold runway three one will not cross your track,17.65
2312,takeoff golf oscar upwind two thousand one hundred feet request left hand circuit runway zero six for another and last touch and go,takeoff oscar upwind at two thousand one hundred feet request left hand circuit runway zero six for another in the last touch and go,17.39
363,beline seven zero victor good morn,beline seven zero victor good mor,16.67
2132,established runway one three eight mile,established runway one three eight by,16.67
636,csa seven bravo juliett dobry den tower continue approach runway three one,csa seven bravo juliett tower continue approach runway three one,16.67
43,zero inbound bepas swiss air three five two november praha radar contact,zero inbound pepa swiss three five two november praha radar contact,16.67
605,cimber three five two five reduce bellow one eighty and report established,cimber three five two five reduce below one eight and report established,16.67
2769,el al three three seven roger climb flight level three four zero,tower three three seven roger climb flight level three four zero,16.67
2752,wizz air four charlie bravo approachin,wizz air four charlie bravo approaching,16.67
1402,three three three nine zero austrian three seven five alfa good day,three three three nine zero austrian three seven alfa papa good day,16.67
1406,one four echo e praha good afternoon radar contact descend flight level three one zero level by lanux,dream team one four echo echo praha good afternoon radar contact descend flight level three one zero level by lanux,16.67
858,lufthansa nine eight hotel contact pra,lufthansa nine eight hotel contact praha,16.67
574,descend level nine zero one one nine zero csa two zulu alfa,sky travel nine zero one one nine zero csa two zulu alfa,16.67
1456,britavia five seven two go ahead,vitavia five seven two go ahead,16.67
1500,lufthansa nine kilo yankee established il,lufthansa nine kilo yankee established i,16.67
889,affirm what s your requested level,aprme what s your requested level,16.67
2861,sorry say again efc time please,sorry say again est time please,16.67
2036,say again please speed bird four alfa c allright maintain flight level one three zero speed bird four alfa charlie there s a traffic below flight level one two zero,say again please speed four alfa charlie all right maintain flight level one three zero speed bird four alfa charlie there s traffic below flight level one two zero,16.67
104,two ten seven one one zulu,to ten seven one one zulu,16.67
1309,csa four nine five direct ravik,csa four nine five direct arvek,16.67
1254,clear takeoff runway three one wizz air four nine one bye bye,cleared for takeoff runway three one wizz air four nine one bye bye,16.67
322,qnh one zero one seven runway two five wilco hotel echo xray,qnh one zero one seven runway two five will go hotel echo xray,16.67
328,ok after the atr we ca,ok after the atr we can,16.67
2564,konterak one whiskey alfa warsaw one three two decimal seven good bye,contract one whiskey alfa contact warsaw one three two decimal seven good bye,16.67
2479,one two zero two seven fi,one two zero two seven five,16.67
2485,may we proceed inbound rapet german wings seven five five standby short,may we proceed and report rapet german wings seven five five standby short,16.67
1916,two three zero vectoring for shortcut,three zero vectoring for shortcut,16.67
2905,eight zero nine bravo good night,eight zero nine bravo good bye,16.67
512,four thousand one zero two two klm one sorry five five tango,four thousand one zero two two klm one five five six,16.67
2600,tango seven charlie lima mike sion,tango seven charlie lima mike stu,16.67
2596,praha radar air berlin one on,praha radar air berlin one one,16.67
1609,four thousand feet qnh one z,four thousand feet qnh one zer,16.67
11,time air six one two papa vacate ground one two one nine,time air six one two papa vacate romeo and ground one two one nine,16.67
2570,direct pepik atlanta five one zero,direct pepik lufthansa five one zero,16.67
843,one zero one nine jobair z,one zero one nine jobair zero,16.67
2555,line up runway two four and wait oscar kilo charlie tango papa,line up runway two four and wait lufthansa four charlie tango papa,16.67
792,lufthansa nine kilo yankee left heading,lufthansa nine kilo yankee left heading li,16.67
2563,ding two one five csa five,bing two one five csa five,16.67
13,nd flight level one three zero,climb flight level one three zero,16.67
5,praha radar oscar kilo k uniform november direct to inbound to vla,praha radar oscar kilo kilo uniform november direct to inbound to la,16.67
2020,nor shuttle one five zero two turn right heading two three zero,northshuttel one five zero two turn right heading two three zero,16.67
840,ha oman air one one three on descend passing three nine one for three five zero squawk is six one four five good morning,praha omani one one three on descend passing three nine one for three five zero squawk six one four five good morning,16.67
709,ruzyne tower hello britair nine zero,ruzyne tower hello britair nine two,16.67
1280,climbing one zero zero oscar sierra,climbing one zero zero oscar sie,16.67
2519,cheb direct lot three two nine,direct lot three two nine,16.67
2671,moldova eight six three contact munich one three two decimal one five five good day three two one five five moldova eight six three,air malta eight six three contact munich one three two decimal one five five good day three two one five five air malta eight six three,16.67
2922,direct varik csa four victor papa,direct varik csa four delta papa,16.67
2656,klm three five one turn right two two zero turn heading two two zero klm three five one,klm one three five one turn right heading two two zero turn heading two two zero klm one three five one,16.67
1119,praha delta india kilo alfa t,praha delta india kilo alfa,16.67
2189,ing flight level three one zero,climbing flight level three one zero,16.67
2343,ariadna seven zero six contact bratislava one three four four seven five,ryan air seven zero six contact bratislava one three four four seven five,16.67
411,praha good evening klm one eight four seven level three five zero,praha good evening air romeo eight four seven level three five zero,16.67
741,praha approach csa five zero nine,approach csa five zero nine,16.67
1544,one three two one five five good bye cimber zero zero nin,one three two one five five good morning cimber zero zero ni,16.67
1836,ruzyne tower three one three holding position runway one three taxiway golf,ruzyne tower radar austrian three one three holding position runway one three taxiway golf,16.67
772,direct venox csa five zero eight,direct kolad csa five zero eight,16.67
480,reducing one seven zero heading one six zero cleared to approach runway,reducing one seven zero heading one six zero cleared for approach localizer runway,16.67
2217,ruzyne tower oscar kilo hotel kilo sierra we are ready for departure,ruzyne tower oscar kilo delta sierra we are ready for departure,16.67
1935,right turns direct to kolad lufthansa nine echo lima thank you welcome,right turn direct kolad lufthansa nine echo lima thank you welcome,16.67
2065,praha control good evening virgin three hundred flight level three five zero,praha controle good evening baltic three hundred flight level three five zero,16.67
2221,praha radar seven five alfa good afternoon approaching level two eight zero,praha radar austrian three seven five alfa good afternoon approaching level two eight zero,16.67
2336,cedar nine eight five zero zero descend flight level one zero zero,eight five zero zero descend flight level one zero zero,16.67
1682,clear to land runway one three sky travel one zero three nine,cleared to land on runway one three sky travel one zero three nine,16.67
368,lima sky travel one one nine,on lima sky travel one one nine,16.67
1695,affirm nav checker five papa one,affirm nav checker five one one,16.67
1711,three two two charlie zulu echo,three zero two charlie zulu echo,16.67
248,one three zero high speed ap,one three zero high speed abr,16.67
1021,nav checker five one one we are on the way to your airfield and i would like to know what is the actual ground base you have in your area,nav checker five one one we are on the way to your aero flot and i would like to know what is the actual cloud base you have with your in your area,16.67
750,hotel bravo zulu oscar bravo berne tower enter control zone via route whiskey and say your program again,hotel bravo zulu oscar bravo bern tower under control via route whiskey and say your program again,16.67
1721,leaving flight level three four zero descending flight level three zero zero rate one thousand five hundred or greater airbridge cargo three eight nine,leaving flight level three four zero descending flight level three zero zero is one thousand five hundred or greater wizz air two eight nine,16.67
2272,eight two five csa nine sev,eight two five csa nine seven,16.67
1833,right turn to rapet csa seve,right turn to rapet csa seven,16.67
2653,praha radar lot three nine one flight level three four zero inboud,praha radar lot three nine one flight level three four zero inbound patk,16.67
2881,heading el al five two one,heading el al five two,16.67
530,one three three three nine zero servus austrian three zero one hotel,one three three three nine zero austrian three zero one romeo,16.67
2270,one three four four seven five speedbirg one five seven good day,one three four four seven five three bird one five seven good day,16.67
2154,ok cleared to takeoff one three easy three eight papa golf bye,ok clear takeoff one three easy three eight papa golf bye,16.67
2469,hansa two five three eight one,sa two five three eight one,16.67
1937,zero one proceed to heliport three,two zero one proceed to heliport three,16.67
2251,praha moladava eight six three descend level three six zero inbound rapet,praha malev eight six three descend level three five zero inbound rapet,16.67
646,line up runway three one swede,line up runway three one swiss,16.67
690,heading zero four zero ils swi,heading zero four zero ils three,16.67
2199,csa three foxtrot praha radar conact descen to flight level one three zero information oscar no speed lim,csa three foxtrot praha radar contact descend to flight level one three zero information oscar no speed r,16.67
2399,one one eight three seven five,one one eight three seven five tar,16.67
2468,speed back one eight zero knots austrian seven zero three csa two zero seven reduce speed to one eight zero reducing speed one eighty,speed back one eight zero knots austrian seven zero three csa eight two seven reduce speed to one eight zero reducing speed one eight decei,16.67
1011,one two eight zero seven five,four two eight zero seven five,16.67
1864,praha hello lufthansa cargo eight four,praha hello lufthansa cargo eight four t,16.67
2385,are you aware that you are now inside the ctr of berne,are you aware that you are now inside the city of bern,16.67
1099,ing flight level three three zero,flight level three three zero,16.67
1912,hotel golf oscar make left hand circuit is approved runway one four,hotel golf oscar mike left hand circuits is approved runway one four,16.67
1919,german wings seven papa contact ruzyne ground one two one decimal nine good bye german wings seven papa to one two one nine bye bye,german wings seven papa contact ruzyne ground one two one decimal nine good byegerman wings seven papa two one nine bye bye,16.0
1346,tower dobre dopoledne ryan air one juliett uniform becoming fully established ils runway two four speed maximum one eighty,tower dobre aero flot one juliett uniform becoming fully established ils runway two four speed maximum one eighty,15.79
279,time air six nine zero juliett contact ruzyne tower one three four decimal five six zero hezky vecer ahoj,time air six nine zero juliett contact ruzyne tower one three four decimal five six zero,15.79
2246,qnh one zero two two continue down to flight level one three zero sierra delta mike two two one,qnh one zero two two continue down to flight level one three zero zero to the mike two two one,15.79
2539,x bye bye it s a one three three decimal four one zero one three three four one zero,eight three bye bye it s one three three decimal four one zero one three three four one zero,15.79
2308,line up and cleared takeoff runway three one speed bird eight five three,line up and cleared for takeoff runway three one speed bird eight five six,15.38
1127,ok line up runway three one and number two csa six two two,ok line up runway three one and it s number two csa six two two,15.38
897,oscar sierra juliett roger contact ruzyne tower one one eight decimal one one,oscar sierra juliett roger contact ruzyne tower one one eight decimal one good bye,15.38
1963,singapore three two six contact munchen one three two decimal one five five,singapoore three two six contact munich one three two decimal one five five,15.38
205,delta india victor contact apron one two one decimal seven five five tschuss,hotel india victor contact apron one two one decimal seven five five tus,15.38
2382,descending level three three zero rate one thousand minimum malev six six one,descending level three three zero rate one thousand minimum ils three six one,15.38
1589,belgian three hundred contact warsaw one three four decimal nine two five good,virgin three hundred contact warsaw one three four decimal nine two five goo,15.38
2572,two seven eight two five thank you good bye donavia three zero six,two seven eight two five thank you bye lufthansa three zero six,15.38
2420,singapore two five contact one two zero decimal nine five zero good bye,singapoore two five contact warsaw one two zero decimal nine five zero good bye,15.38
1267,cleared for takeoff runway three one aero flot one five zero good day,cleared for takeoff runway three one aero flot one five zero thi,15.38
149,direct bodal csa nine five six csa eight two six direct to pisam,direct bodal csa nine five six yankee csa two six direct to pisam,15.38
2437,lufthansa five yankee victor ruzyne ground one two one decimal nine good by,lufthansa five yankee victor hold me ground one two one decimal nine good by,15.38
1679,praha radar lufthansa one romeo mike good passing three thousand climbing five thousand,praha radar lufthansa one romeo mike schone good ahoj passing three thousand climbing five thousand,15.38
1423,sorry right frequency is one two seven decimal four two five good by,so right frequency is one two seven decimal four two five good bye,15.38
1374,prague hello cimber three five two five descending one seven zero inbound golop,praha kilo cimber three five two five descending one seven zero inbound golop,15.38
1531,radar scandinavian six eight nine flight level three three zero direct to cerno,radar good morning scandinavian six eight nine flight level three three zero direct to cerno,15.38
2201,four double echo descending flight level three five zero to oscar kilo foxtrot,four papa lima descending flight level three five zero to oscar kilo foxtrot,15.38
2257,direct varik and squawk one four six one trans avia seven eight eight,direct varik and squawk one four six one lufthansa seven eight eight,15.38
2530,control good evening ryan air five juliett uniform passing level two five one climb level two eight zero direct to,good evening ryan air five juliett uniform passing level two five one climbing level two eight zero direct to adado,15.0
2620,smart lynx one zero seven papa runway three one cleared to land wind calm cleared to land wind calm smart lynx one zero seven papa thank you,smart wings one zero seven papa runway three one clear to land wind calm clear to land wind calm smart wings one zero seven papa thank you,14.81
2373,austrian one two four proceed to vadov,austrian one two four proceed to bodal,14.29
2345,tower speed bird three zero charlie ready,hello speed bird three zero charlie ready,14.29
907,hello easy three eight papa golf ruzyn,hello easy three eight papa golf roger,14.29
2695,prague approach oscar kilo delta sierra juliett descending to one seven zero and req,praha approach oscar kilo delta sierra juliett descending to one seven zero and expe,14.29
802,quality eight nine sierra contact tower one one eight decimal one good day tower eight decimal one good day quality eight,qality eight nine sierra contact tower one one eight decimal one good day tower one eight decimal one good day qality eight,14.29
2335,beline five three delta direct to isama,beline five three delta direct to itzamat,14.29
895,good morning can you just confirm expect,good morning can you just confirm the expect,14.29
2590,climbing flight level three three zero lufth,climbing flight level three three zero lufthansa,14.29
83,ufthansa two victor charlie direct to s,lufthansa two victor charlie direct to s,14.29
2323,maxi rate of climb four zero victor,next rate of climb four zero victor,14.29
2253,and we are ready for visual approach runway one three csa five papa cha,we are ready for visual approach for runway one three csa five papa cha,14.29
1001,vel one six zero sky travel one,one six zero sky travel one,14.29
78,two foxtrot euro trans one three juliett,two foxtrot zero trans one three juliett,14.29
2394,csa seven six four continue present headi,csa seven six four continue present heading,14.29
2439,reduce speed two two zero shamrock six,reduce speed two two zero shamrock three,14.29
759,h romeo november five one one roger,hotel romeo november five one one roger,14.29
2252,flight level two four zero makal shortly,fly level two four zero makal shortly,14.29
808,number one report final hotel echo xray,hotel one report final hotel echo xray,14.29
2229,csa five delta romeo ready for next,csa five delta romeo ready for next des,14.29
2405,praha austrian three one eight romeo level three three zero maintaining inbound pisan austrian three one eight romeo praha radar contact,praha austrian three one eight romeo level three three zero maintaining inbound tisen austrian three one eight romeo praha three squawk radar contact,14.29
1032,proceed to final csa five zero nine,proceed final csa five zero nine,14.29
2357,lufthansa eight romeo yankee paha radar contact,lufthansa eight romeo yankee praha radar contact,14.29
980,wind check for csa five zero nine,cleared check for csa five zero nine,14.29
2624,direct dratz csa six zero five zero,direct gratz csa six zero five zero,14.29
2882,zero climbing two eight zero inbound victor,five zero climbing two eight zero inbound victor,14.29
2090,ead for visual approach runway one three,for visual approach runway one three,14.29
2445,lufthansa nine victor v praha radar contact,lufthansa nine victor victor praha radar contact,14.29
309,praha lot three six two ready for,praha lot three six two ready for depa,14.29
2197,praha radar good morning sky travel one,praha radar good morning sky travel on,14.29
2871,lufthansa nine victor alfa hello radar contact,lufthansa nine whiskey alfa hello radar contact,14.29
2854,one two nine five two five good,one two nine five two five good b,14.29
2156,csa three sierra lima reduce speed to two three zero knots previous traffic descending,csa three sierra lima reduce speed to two three zero knots previous traffic is heavy,14.29
2155,lining up run runway one three csa,lining up runway one three csa,14.29
2872,praha radar good afternoon german wings two one four one level three four zero,praha radar good afternoon joining two one four one level three four zero,14.29
2151,three seven five csa four eight zero,runway three seven five csa four eight zero,14.29
218,praha radar oscar kilo alfa lima zulu proceeding to roudnice flight level six zero,praha radar oscar kilo alfa lima zulu proceeding to rodux and flight level six zero,14.29
2884,beair one four one proceed to kilo echo climb flight level three three zero,b air one four one proceed to kilo echo climb flight level three three zero,14.29
286,line up one three and wait cs,line up one three and wait csa,14.29
290,contact departure china southern three two six,departure china southern three two six,14.29
2418,hansa four juliett alfa climb level two,lufthansa four juliett alfa climb level two,14.29
2452,lot three six two squawk one four six six climb fl three three zero,lot three six two squawk one four six six climb flight level three three zero,14.29
261,cleared immediate takeoff runway three one swi,cleared immediate takeoff runway three one csa,14.29
2761,reducing two fifty csa eight three foxtrot,reducing two fifty csa three foxtrot,14.29
2369,easy five four nine seven hello ru,easy five four nine seven hello roo,14.29
761,present heading nor shuttle one five on,present heading nor shuttle one five one,14.29
2742,runway one three csa two mike delta,off runway one three csa two mike delta,14.29
2129,praha lufthansa three uniform alfa flight level,praha lufthansa three uniform alfa flight level th,14.29
190,easy two five eight quebec contact radar one two zero two seven five by,easy two five eight quebec contact radar one two zero decimal two seven five bye,14.29
1911,and contact ground one two one nine,and contact ground one two one eight,14.29
1888,four roger fly eight three or more,roger fly eight three or more,14.29
554,papa kilo papa sierra praha radar radar,p kilo papa sierra praha radar radar,14.29
1518,radar swedestar zero five one flight level one seven four descending one seven zero,radar swedestar one flight level one seven four descending one seven zero,14.29
534,praha radar one two zero decimal two,praha radar one two zero decimal tw,14.29
1537,so we would be ready for start,so we would be ready for sta,14.29
664,ok call you behind the next landing,ok call you behind your next landing,14.29
1550,radar one one nine decimal zero c,radar one one nine decimal zero cin,14.29
1556,descend two nine zero austrian three two,descend two nine zero austrian three two sev,14.29
1502,two nine zero intercept localizer runway three,two nine zero intercept localizer runway three o,14.29
685,fedex three four praha morning radar contact,foxtrot three four praha morning radar contact,14.29
1445,lufthansa three charlie hotel praha radar co,lufthansa three charlie hotel praha radar con,14.29
1940,praha hello ryan air eight foxtrot juliett descending flight level three five zero vambo,praha hello ryan air eight papa juliett descending flight level three five zero abambo,14.29
2007,cross rapet at level three hundred cross rapet at level lufthansa seven five nine,golf rapet at level three hundred roger rapet at level lufthansa seven five nine,14.29
325,three three zero izrael two five two,three three zero austrian two five two,14.29
2038,yeah we are now on box two do you still hear the back noise,yeah we are now on the foxtrot do you still hear the back noise,14.29
723,line up runway one three csa six,line up runway one three csa six three,14.29
326,lufthansa seven five four proceed direct pe,lufthansa seven five four proceed direct pepe,14.29
1960,line up three one csa nine one,line up three one csa nine zero one,14.29
321,descend flight level two nine zero one thousand or greater flot one two one,descending flight level two nine zero one thousand or greater aero flot one two one,14.29
730,dobry den radar sierra papa kilo papa sierra request flight level one four zero,praha radar sierra papa kilo papa sierra request flight level one four zero,14.29
1477,direct elmek klm one three seven four,direct omek klm one three seven four,14.29
331,ok zero three zero zero and ex,ok zero three zero zero and expe,14.29
1375,csa five zero nine proceed to final,csa five zero one proceed to final,14.29
453,one two one nine six eight nine,one two one nine three six eight nine,14.29
1337,csa three sierra lima departing traffic embrear,csa three sierra lima departing traffic embreer,14.29
1865,number one in sight hotel whiskey echo,number one in sight hotel yankee echo,14.29
1848,czech holiday seven four two zero roger,czech holidays seven four two zero roger,14.29
317,descend flight level one three zero stand,descend flight level one three zero standi,14.29
696,direct to kolad lufthansa four november l lufthansa seven five nine descend flight level three zero zero cross rapet at level,direct to kolad lufthansa one romeo lima lufthansa seven five nine descend flight level three zero zero cross rapet at level,14.29
1812,crossing two two seven zero six papa,proceed two two seven zero six papa,14.29
417,donvaia three zero five ruzyne tower continue,donavia three zero five ruzyne tower continue,14.29
1793,prague radar aero flot two nine nine,praha radar aero flot two nine nine,14.29
1760,affirm we accept thai nine two one standby standing by thai nine two one,affirm we accept china nine two one standby standing by china nine two one,14.29
434,e tower maintain qnh one zero one eight time check one nine clear to paris charles de gaule via baltu two,yanair tower mike current qnh one zero one eight time check one nine clear to paris charles de gaule via baltu two,14.29
1732,roger three sixty is approved on the ils one three bline eight hotel sierra,roger three six is approved on the ils one three beline eight hotel sierra,14.29
1686,clear to land runway three one csa,cleared to land runway three one csa,14.29
1637,lufthansa seven seven three proceed to kerax,lufthansa seven seven three proceed to kenok,14.29
492,hello easy five four nine seven main,hello easy five four nine seven maint,14.29
1635,climb three one zero direct to pisa,climb three one zero direct to piszt,14.29
502,high speed approved emirates one three nine,high speed approach emirates one three nine,14.29
508,moladava eight six three praha radar contact descend to flight level three two zero,balta one eight six three praha radar contact descend to flight level three two zero,14.29
1579,runway three one clear to land c,runway three one clear to land csa,14.29
648,number one report final hotel echo xray,two one report final hotel echo xray,14.29
1303,ruzyne tower csa four zero six d,ruzyne tower csa four zero six ta,14.29
2198,hotel bravo juliett leave out on route whiskey wind zero three zero degrees one zero knots runway three two cleared for takeoff,hotel bravo juliett lufthansa route whiskey wind zero three zero degrees one zero knots runway three two cleared for takeoff,13.64
2096,klm five five tango departing traffic canadyair and runway three one clear to land wind zero four zero degrees and four knots,klm five five tango departing traffic under the air and runway three one clear to land wind zero four zero degrees and four knots,13.64
308,hotel golf oscar lift control lima route sierra wind zero four zero degrees one three knots runway three two cleared for takeoff,hotel golf oscar leave confirm by route sierra wind zero four zero degrees one three knots runway three two cleared for takeoff,13.64
2117,hotel golf november zimi is not available anymore romeo eight two is now active do you want to proceed to sava instead,hotel golf november three is not available any more romeo eight two is now active do you want to proceed to sava instead,13.64
633,condor five two three contatc munich one three one decimal zero five five good bye,condor five two three contact munchen one three one decimal zero five five good bye,13.33
1235,csa fi correction csa nine two one speed one six zero knots untill four dme,csa five correction csa nine two one speed one six zero knots until four dme,13.33
1977,descending flight level one zero zero high speed approved check oscar csa three charlie zulu,descending flight level one zero zero high speed approved check off car csa three charlie zulu,13.33
1488,oscar romeo golf contact praha radar one two zero decimal two seven five good night,lufthansa seven romeo golf contact praha radar one two zero decimal two seven five good night,13.33
670,request flight level three two zero if avialable affirm climb flight level three two zero,request flight level three two zero if availableaffirm climb flight level three two zero,13.33
2172,now left to climbing flight level one six zero czech holidays seven four two zero,now left to voz climbing flight level one two zero czech holidays seven four two zero,13.33
744,beline four zero reduce speed one six zero knots till four miles and contact ruzyne tower one one eight decimal one good bye,b air one four zero reduce speed one six zero knots till four miles and contact ruzyne tower one one eight decimal one good bye,13.04
2805,aero flot one four one descend four thousand qhn one zero two three right heading two eight zero cleared ils approach three one,aero flot one four one descend four thousand feet qnh one zero two three right heading two eight zero clear ils approach three one,13.04
1128,g five two one vacate via romeo expedite,lot five two one vacate via romeo expedite,12.5
2243,h romeo november five one one praha hello radar contact climb flight level two four zero,hotel romeo november five one one praha hello radar contact climb flight level two four zero f,12.5
1907,five one seven six proceeding direct lagar lot,five one seven six continue direct lagar lot,12.5
2298,yeah runway one three air france one nine,yeah runway one three air france one ni,12.5
1846,en papa expecting again vor dme three one,one papa expecting again vor dme three one,12.5
1827,clear land one three six seven kilo papa,land one three six seven kilo papa,12.5
1834,wizz air four five four can you confirm,wizz air four five four can you confirm the,12.5
1757,cargo lux seven nine eight contact bratislava one three four decimal four seven five bye bye,air golax seven nine eight contact bratislava one three four decimal four seven five bye bye,12.5
764,d flight level one seven zero quality eight,flight level one seven zero quality eight,12.5
1110,lufthansa zero seven yankee praha hello radar contact,lufthansa zero five yankee praha hello radar contact,12.5
2432,for just confirming we re going two nine zero two nine zero is correct thank you,So just confirming we are going two nine zero two nine zero is correct thank you,12.5
2457,ing three six zero csa nine two delta,three six zero csa nine two delta,12.5
1926,descend one zero zero high speed approved info,descend one zero zero high speed approved,12.5
